time,年,月,日,小时,分钟,秒,温度(室外),湿度(室外),气压(室外),湿度(室内),气压(室内),temperature
1552638936,2019,3,15,16,35,36,16.7,71,991.5,71,990.4,16
1552638994,2019,3,15,16,36,34,16.5,69,991.1,71,990.3,16
1552639055,2019,3,15,16,37,35,16.3,70,991.4,70,990.5,16
1552639117,2019,3,15,16,38,37,16.2,70,991.6,70,990.4,16
1552639175,2019,3,15,16,39,35,16.2,70,991.7,70,990.3,16
1552639239,2019,3,15,16,40,39,16.2,69,992.2,70,990.5,16.1
1552639295,2019,3,15,16,41,35,16.3,70,992,70,990.2,16.1
1552639357,2019,3,15,16,42,37,16.2,69,989.9,71,990.2,16.1
1552639416,2019,3,15,16,43,36,16.2,70,990.1,71,990,16.1
1552639474,2019,3,15,16,44,34,16.2,70,990.1,71,990.2,16.2
1552639534,2019,3,15,16,45,34,16.2,70,990.1,71,990.1,16.2
1552639598,2019,3,15,16,46,38,16.2,70,990.1,71,990,16.2
1552639656,2019,3,15,16,47,36,16.2,70,990.1,71,989.8,16.2
1552639718,2019,3,15,16,48,38,16.2,70,990.1,71,990,16.2
1552639776,2019,3,15,16,49,36,16.2,70,990.1,71,989.9,16.1
1552639837,2019,3,15,16,50,37,16.2,70,990.1,71,990.1,16.1
1552639966,2019,3,15,16,52,46,16.2,70,990.1,71,990.2,16
1552640016,2019,3,15,16,53,36,15.8,71,990.6,71,990.5,16
1552640076,2019,3,15,16,54,36,15.8,71,990.7,71,990.2,16.1
1552640136,2019,3,15,16,55,36,15.8,72,990.8,71,990.2,16.1
1552640197,2019,3,15,16,56,37,15.8,73,990.6,71,990.2,16.2
1552640257,2019,3,15,16,57,37,16,74,991.1,71,989.8,16.2
1552640316,2019,3,15,16,58,36,16.1,73,990.5,70,989.9,16.1
1552640376,2019,3,15,16,59,36,16.1,72,990.2,70,989.6,16.1
1552640440,2019,3,15,17,0,40,16.2,71,990.2,70,989.6,16.1
1552640498,2019,3,15,17,1,38,16.2,70,989.9,70,989.6,16.1
1552640558,2019,3,15,17,2,38,16,70,927.7,71,989.8,16.1
1552640618,2019,3,15,17,3,38,16,71,990,71,989.7,16
1552640679,2019,3,15,17,4,39,15.9,71,990.4,71,989.8,16
1552640737,2019,3,15,17,5,37,15.8,71,990.4,71,990,16
1552640799,2019,3,15,17,6,39,15.8,71,990.9,71,990.1,16
1552640859,2019,3,15,17,7,39,15.7,71,990.8,71,990.1,16
1552640917,2019,3,15,17,8,37,15.7,71,991.3,71,990.2,16
1552640979,2019,3,15,17,9,39,15.6,71,991.6,71,990.4,16
1552641039,2019,3,15,17,10,39,15.6,72,991.8,71,408.1,15.9
1552641100,2019,3,15,17,11,40,15.5,73,989.9,71,990.1,16
1552641157,2019,3,15,17,12,37,15.6,74,990.4,70,990.3,16
1552641216,2019,3,15,17,13,36,15.7,72,990.5,70,990.3,16.1
1552641277,2019,3,15,17,14,37,15.7,72,990.2,70,990,16.1
1552641338,2019,3,15,17,15,38,15.8,72,990.5,71,990.2,16.1
1552641399,2019,3,15,17,16,39,15.8,72,990.6,71,990.2,16.1
1552641462,2019,3,15,17,17,42,15.9,72,990,71,990.2,16
1552641519,2019,3,15,17,18,39,15.8,72,927.4,71,990.2,16
1552641581,2019,3,15,17,19,41,15.8,72,990.3,71,990.2,16.1
1552641639,2019,3,15,17,20,39,15.9,72,990,71,990,16.1
1552641702,2019,3,15,17,21,42,15.8,72,990,71,990.2,16.1
1552641759,2019,3,15,17,22,39,15.7,72,990,71,990.2,16
1552641820,2019,3,15,17,23,40,15.6,72,990.5,71,990.2,15.9
1552641879,2019,3,15,17,24,39,15.6,72,990.4,71,990.6,15.9
1552641941,2019,3,15,17,25,41,15.7,72,990.8,71,990.4,15.9
1552641999,2019,3,15,17,26,39,15.7,72,990.5,71,990.2,16
1552642061,2019,3,15,17,27,41,15.6,72,990.7,71,990.6,16
1552642119,2019,3,15,17,28,39,15.6,73,990.6,71,990.6,16
1552642180,2019,3,15,17,29,40,15.7,72,991,71,990.4,16
1552642242,2019,3,15,17,30,42,15.7,72,990.8,71,990.5,16
1552642303,2019,3,15,17,31,43,15.7,73,989.7,71,990.4,15.9
1552642362,2019,3,15,17,32,42,15.7,73,990.5,71,990.4,16
1552642419,2019,3,15,17,33,39,15.7,72,990.6,71,990.5,16
1552642482,2019,3,15,17,34,42,15.7,72,990.8,71,990.4,16.1
1552642540,2019,3,15,17,35,40,15.7,73,990.7,71,990.4,16.1
1552642603,2019,3,15,17,36,43,15.8,73,990.8,71,990.2,16.1
1552642662,2019,3,15,17,37,42,15.8,73,990.2,71,990.4,16.1
1552642720,2019,3,15,17,38,40,15.8,73,990.6,72,990.2,16.1
1552642781,2019,3,15,17,39,41,15.8,73,990.4,72,990.2,16.1
1552642842,2019,3,15,17,40,42,15.7,73,990.9,72,990.1,16.1
1552642900,2019,3,15,17,41,40,15.7,73,990.8,72,990.3,16.1
1552642960,2019,3,15,17,42,40,15.8,73,990.8,72,990,16.2
1552643021,2019,3,15,17,43,41,15.9,74,990.6,72,990,16.2
1552643082,2019,3,15,17,44,42,16,75,990.6,72,990,16.2
1552643140,2019,3,15,17,45,40,16,75,990.2,72,990,16.2
1552643204,2019,3,15,17,46,44,16.1,74,990.5,72,989.9,16.2
1552643263,2019,3,15,17,47,43,16.2,74,989.8,72,989.7,16.2
1552643324,2019,3,15,17,48,44,16.2,74,989.8,72,989.6,16.2
1552643384,2019,3,15,17,49,44,16.1,72,989.9,72,989.4,16.2
1552643443,2019,3,15,17,50,43,,,,71,989.8,16.2
1552643444,2019,3,15,17,50,44,16.1,72,989,,,
1552643503,2019,3,15,17,51,43,16.1,72,989.5,71,989.4,16.2
1552643563,2019,3,15,17,52,43,16.1,73,989.3,71,989.4,16.2
1552643621,2019,3,15,17,53,41,16.1,73,989.7,71,989.4,16.2
1552643684,2019,3,15,17,54,44,16.2,73,989.4,72,989.3,16.2
1552643741,2019,3,15,17,55,41,16.2,71,989.2,72,989.6,16.2
1552643801,2019,3,15,17,56,41,16.2,72,991.2,72,989.4,16.2
1552643863,2019,3,15,17,57,43,16.2,73,991,72,989.6,16.2
1552643922,2019,3,15,17,58,42,16.2,73,989.4,72,989.5,16.2
1552643985,2019,3,15,17,59,45,16.1,71,989.4,72,989.5,16.2
1552644046,2019,3,15,18,0,46,16.1,72,990.9,71,407.8,16.2
1552644101,2019,3,15,18,1,41,16,70,989.5,71,989.2,16.2
1552644162,2019,3,15,18,2,42,15.8,71,990,70,989.3,16.2
1552644224,2019,3,15,18,3,44,15.8,70,989.6,69,989.3,16.2
1552644283,2019,3,15,18,4,43,15.8,71,990.1,69,989.3,16.2
1552644343,2019,3,15,18,5,43,15.8,70,990.2,69,989.6,16.1
1552644402,2019,3,15,18,6,42,,,,69,989.4,16.2
1552644406,2019,3,15,18,6,46,15.8,71,990.3,,,
1552644465,2019,3,15,18,7,45,15.9,72,990.8,68,989.4,16.2
1552644526,2019,3,15,18,8,46,15.9,72,990.9,68,989.6,16.2
1552644584,2019,3,15,18,9,44,,,,68,989.4,16.2
1552644588,2019,3,15,18,9,48,16,72,990.1,,,
1552644643,2019,3,15,18,10,43,16.1,72,990.5,68,989.6,16.2
1552644705,2019,3,15,18,11,45,16.1,72,990.3,68,989.4,16.2
1552644763,2019,3,15,18,12,43,16.1,72,990.6,69,989.7,16.1
1552644825,2019,3,15,18,13,45,16.1,72,990.8,69,989.7,16.1
1552644886,2019,3,15,18,14,46,16.2,71,990.5,70,989.5,16.1
1552644943,2019,3,15,18,15,43,16.2,72,990.9,70,989.6,16.1
1552645005,2019,3,15,18,16,45,16.2,71,983.1,70,989.6,16.1
1552645066,2019,3,15,18,17,46,16.1,70,990.9,70,989.8,16.1
1552645126,2019,3,15,18,18,46,16.1,71,990.5,70,989.6,16.2
1552645184,2019,3,15,18,19,44,16.1,71,990.6,70,989.8,16.2
1552645247,2019,3,15,18,20,47,16.1,71,991.2,71,989.8,16.2
1552645305,2019,3,15,18,21,45,16.1,71,991.2,71,989.8,16.2
1552645364,2019,3,15,18,22,44,16.1,71,991.2,71,989.8,16.2
1552645426,2019,3,15,18,23,46,16.1,71,991.2,71,982,16.1
1552645486,2019,3,15,18,24,46,16.1,71,991.2,72,990.1,16
1552645543,2019,3,15,18,25,43,16.1,71,991.2,71,990.2,16
1552645607,2019,3,15,18,26,47,16.1,71,991.2,71,990.2,16
1552645667,2019,3,15,18,27,47,16.1,71,991.2,71,990.4,16
1552645726,2019,3,15,18,28,46,16.1,71,991.2,70,990.3,16.1
1552645787,2019,3,15,18,29,47,16.1,71,991.2,70,990.2,16.1
1552645847,2019,3,15,18,30,47,16.1,71,991.2,71,990.3,16.1
1552645906,2019,3,15,18,31,46,15.8,73,990.9,71,990.5,16.1
1552645965,2019,3,15,18,32,45,15.8,73,990.8,71,990.3,16.1
1552646026,2019,3,15,18,33,46,15.8,73,990.6,71,990.1,16.1
1552646085,2019,3,15,18,34,45,15.8,73,990.9,71,990.1,16
1552646145,2019,3,15,18,35,45,15.8,73,990.5,71,990.7,16
1552646208,2019,3,15,18,36,48,15.8,73,991.1,72,990.8,16
1552646268,2019,3,15,18,37,48,15.8,74,991.3,72,990.8,16
1552646327,2019,3,15,18,38,47,15.8,74,991.3,72,988.9,16
1552646386,2019,3,15,18,39,46,15.7,74,989.5,72,988.9,16
1552646447,2019,3,15,18,40,47,15.7,74,991.4,72,988.9,16
1552646505,2019,3,15,18,41,45,15.7,74,991.4,72,988.9,16
1552646565,2019,3,15,18,42,45,15.7,74,991.4,72,989,15.9
1552646626,2019,3,15,18,43,46,15.7,74,991.4,72,988.8,16
1552646686,2019,3,15,18,44,46,15.7,74,991.4,72,989.1,16
1552646746,2019,3,15,18,45,46,15.7,74,991.4,72,988.9,16
1552646808,2019,3,15,18,46,48,15.7,74,991.4,72,989.1,16
1552646866,2019,3,15,18,47,46,15.7,74,991.4,73,989.1,15.9
1552646926,2019,3,15,18,48,46,15.7,74,991.4,73,989.1,15.9
1552646988,2019,3,15,18,49,48,15.7,74,991.4,73,989.2,15.9
1552647048,2019,3,15,18,50,48,15.7,74,991.4,73,408.1,15.9
1552647109,2019,3,15,18,51,49,15.7,74,991.4,73,988.9,15.9
1552647167,2019,3,15,18,52,47,15.7,74,991.4,73,989.3,15.9
1552647229,2019,3,15,18,53,49,15.7,74,991.4,73,989.3,15.9
1552647287,2019,3,15,18,54,47,15.7,74,991.4,73,989.3,15.9
1552647348,2019,3,15,18,55,48,15.7,74,991.4,73,989.4,15.9
1552647409,2019,3,15,18,56,49,15.7,74,991.4,73,989.4,15.9
1552647468,2019,3,15,18,57,48,15.7,74,991.4,73,989.5,15.8
1552647527,2019,3,15,18,58,47,15.7,74,991.4,73,989.7,15.8
1552647588,2019,3,15,18,59,48,15.7,74,991.4,74,989.8,15.7
1552647650,2019,3,15,19,0,50,15.7,74,991.4,74,989.9,15.7
1552647710,2019,3,15,19,1,50,15.7,74,991.4,74,989.7,15.7
1552647767,2019,3,15,19,2,47,15.7,74,991.4,74,990.2,15.7
1552647830,2019,3,15,19,3,50,15.7,74,991.4,74,990.1,15.7
1552647890,2019,3,15,19,4,50,15.7,74,991.4,74,990.2,15.7
1552647950,2019,3,15,19,5,50,15.7,74,991.4,74,990.2,15.7
1552648010,2019,3,15,19,6,50,15.7,74,991.4,74,990.4,15.7
1552648067,2019,3,15,19,7,47,15.2,77,990.3,74,990.4,15.7
1552648130,2019,3,15,19,8,50,15.3,78,990.1,74,990.3,15.7
1552648190,2019,3,15,19,9,50,15.2,77,990.6,74,988.4,15.7
1552648250,2019,3,15,19,10,50,15.2,76,990.4,74,988.4,15.7
1552648310,2019,3,15,19,11,50,15.2,77,990.3,74,988.6,15.7
1552648371,2019,3,15,19,12,51,15.1,77,990.4,73,988.6,15.6
1552648429,2019,3,15,19,13,49,15.1,77,990.6,73,988.5,15.6
1552648488,2019,3,15,19,14,48,15,77,990.7,73,988.7,15.6
1552648549,2019,3,15,19,15,49,14.9,77,991.2,73,988.8,15.6
1552648610,2019,3,15,19,16,50,14.9,77,991.1,73,989.1,15.6
1552648669,2019,3,15,19,17,49,15,77,991.1,73,989.1,15.6
1552648729,2019,3,15,19,18,49,15,76,989,73,988.9,15.6
1552648732,2019,3,15,19,18,52,,,,,,
1552648789,2019,3,15,19,19,49,14.9,77,989.3,73,989.1,15.5
1552648851,2019,3,15,19,20,51,15,77,989.1,73,989.1,15.4
1552648908,2019,3,15,19,21,48,15,77,989.5,73,989,15.5
1552648968,2019,3,15,19,22,48,15,77,989.5,73,989.2,15.5
1552649030,2019,3,15,19,23,50,15.1,77,989.4,73,989.3,15.4
1552649089,2019,3,15,19,24,49,15.1,77,989.3,74,989.3,15.4
1552649152,2019,3,15,19,25,52,15.1,77,989.5,74,989.3,15.5
1552649213,2019,3,15,19,26,53,15.1,77,989.3,74,989.3,15.5
1552649272,2019,3,15,19,27,52,15.1,77,979.4,74,989.3,15.5
1552649330,2019,3,15,19,28,50,15.1,78,988.8,74,989.3,15.5
1552649390,2019,3,15,19,29,50,15.1,77,989.5,74,989.2,15.5
1552649452,2019,3,15,19,30,52,15.1,77,989.6,75,989.4,15.4
1552649511,2019,3,15,19,31,51,15.1,77,989.5,75,989.5,15.4
1552649573,2019,3,15,19,32,53,15.1,78,989.9,75,989.7,15.4
1552649631,2019,3,15,19,33,51,15.1,78,989.6,75,989.6,15.4
1552649690,2019,3,15,19,34,50,15.1,78,989.6,75,989.8,15.4
1552649752,2019,3,15,19,35,52,15.1,78,989.7,75,990,15.4
1552649810,2019,3,15,19,36,50,15.1,78,990.2,76,989.6,15.3
1552649874,2019,3,15,19,37,54,15.1,78,989.7,76,989.9,15.3
1552649933,2019,3,15,19,38,53,15.1,78,989.7,76,989.9,15.3
1552649995,2019,3,15,19,39,55,15.1,79,989.5,76,989.9,15.4
1552650051,2019,3,15,19,40,51,15,78,989.6,76,989.9,15.4
1552650110,2019,3,15,19,41,50,15,78,989.6,76,990,15.3
1552650174,2019,3,15,19,42,54,15,79,989.9,76,990.1,15.3
1552650232,2019,3,15,19,43,52,15,79,989.4,76,990.3,15.3
1552650291,2019,3,15,19,44,51,15,79,989.9,76,990.3,15.3
1552650355,2019,3,15,19,45,55,15,79,989.9,76,990.3,15.3
1552650413,2019,3,15,19,46,53,15,79,989.7,76,990.4,15.3
1552650473,2019,3,15,19,47,53,15,79,990,76,990.2,15.3
1552650531,2019,3,15,19,48,51,15,79,990.3,76,990.4,15.3
1552650592,2019,3,15,19,49,52,15,79,990.4,77,990.4,15.3
1552650654,2019,3,15,19,50,54,15,79,990.3,77,988.5,15.3
1552650712,2019,3,15,19,51,52,15,80,990.5,76,988.7,15.3
1552650773,2019,3,15,19,52,53,14.9,79,990.8,76,988.7,15.3
1552650834,2019,3,15,19,53,54,,,,76,988.5,15.4
1552650838,2019,3,15,19,53,58,15,79,990.9,,,
1552650894,2019,3,15,19,54,54,14.9,80,990.6,76,988.7,15.3
1552650953,2019,3,15,19,55,53,14.9,80,990.8,77,988.5,15.4
1552651016,2019,3,15,19,56,56,14.9,80,991,77,988.7,15.4
1552651073,2019,3,15,19,57,53,14.9,80,979.3,77,988.5,15.4
1552651134,2019,3,15,19,58,54,14.9,80,990.8,77,988.5,15.4
1552651195,2019,3,15,19,59,55,14.9,80,990.4,77,988.7,15.3
1552651253,2019,3,15,20,0,53,14.9,80,990.9,77,988.8,15.4
1552651316,2019,3,15,20,1,56,14.8,80,991,77,988.7,15.4
1552651375,2019,3,15,20,2,55,14.8,80,990.7,77,988.6,15.4
1552651433,2019,3,15,20,3,53,14.8,80,990.7,77,988.8,15.4
1552651497,2019,3,15,20,4,57,14.8,80,990.7,77,988.6,15.3
1552651555,2019,3,15,20,5,55,14.8,80,990.7,77,988.9,15.3
1552651614,2019,3,15,20,6,54,14.8,80,990.7,77,988.7,15.3
1552651673,2019,3,15,20,7,53,14.8,80,990.7,77,988.9,15.3
1552651734,2019,3,15,20,8,54,14.8,80,990.7,77,988.9,15.2
1552651793,2019,3,15,20,9,53,14.8,80,990.7,77,989.1,15.2
1552651854,2019,3,15,20,10,54,14.8,80,990.7,77,989.2,15.2
1552651916,2019,3,15,20,11,56,14.9,80,990.7,77,989.2,15.2
1552651977,2019,3,15,20,12,57,14.9,80,991.2,77,989.3,15.2
1552652036,2019,3,15,20,13,56,14.9,80,991,77,989.3,15.3
1552652095,2019,3,15,20,14,55,14.9,80,991,77,989.3,15.3
1552652153,2019,3,15,20,15,53,14.9,80,990.9,77,989.3,15.3
1552652218,2019,3,15,20,16,58,14.9,80,991,77,989.3,15.3
1552652276,2019,3,15,20,17,56,14.9,80,990.7,77,989.3,15.3
1552652338,2019,3,15,20,18,58,14.9,80,991.1,77,989.3,15.2
1552652394,2019,3,15,20,19,54,14.9,80,991,77,989.3,15.3
1552652454,2019,3,15,20,20,54,14.9,80,991.2,77,989.3,15.3
1552652518,2019,3,15,20,21,58,14.9,80,991.2,77,989.2,15.3
1552652576,2019,3,15,20,22,56,14.9,80,991.2,78,989.4,15.2
1552652635,2019,3,15,20,23,55,14.9,80,928.2,78,989.4,15.2
1552652695,2019,3,15,20,24,55,14.9,80,989.1,78,989.3,15.1
1552652755,2019,3,15,20,25,55,14.9,80,991,78,989.5,15.1
1552652815,2019,3,15,20,26,55,14.9,80,989.6,78,989.5,15.1
1552652881,2019,3,15,20,28,1,14.9,80,991.4,78,989.4,15.1
1552652936,2019,3,15,20,28,56,14.9,80,991.5,78,990,15.1
1552652997,2019,3,15,20,29,57,14.9,80,989.3,78,989.7,15
1552653058,2019,3,15,20,30,58,14.9,80,991.7,78,408.8,15
1552653117,2019,3,15,20,31,57,14.9,81,989.6,78,989.9,15
1552653175,2019,3,15,20,32,55,14.8,81,989.3,79,990.3,14.9
1552653235,2019,3,15,20,33,55,14.7,81,990.1,79,990.6,14.9
1552653298,2019,3,15,20,34,58,14.6,82,989.9,79,990.7,14.8
1552653356,2019,3,15,20,35,56,14.7,82,949.5,79,988.7,14.8
1552653417,2019,3,15,20,36,57,14.7,82,990.3,80,988.9,14.8
1552653477,2019,3,15,20,37,57,14.7,82,989.8,80,989,14.8
1552653540,2019,3,15,20,39,0,14.7,82,927.5,80,989.3,14.8
1552653597,2019,3,15,20,39,57,14.8,82,990,80,989.1,14.7
1552653660,2019,3,15,20,41,0,14.8,82,989.8,80,989.4,14.7
1552653717,2019,3,15,20,41,57,14.8,82,989.7,80,989.2,14.7
1552653779,2019,3,15,20,42,59,14.8,82,989.4,80,989.5,14.8
1552653837,2019,3,15,20,43,57,14.8,82,989.7,80,989.3,14.8
1552653897,2019,3,15,20,44,57,14.8,82,989.6,80,989.7,14.8
1552653958,2019,3,15,20,45,58,14.8,82,989.5,80,989.5,14.8
1552654020,2019,3,15,20,47,0,14.7,82,989.6,80,989.5,14.8
1552654078,2019,3,15,20,47,58,14.7,82,977.9,80,989.5,14.8
1552654137,2019,3,15,20,48,57,14.8,82,990,80,989.7,14.8
1552654201,2019,3,15,20,50,1,14.8,82,989.6,80,989.7,14.8
1552654258,2019,3,15,20,50,58,14.8,82,927.8,81,989.5,14.8
1552654317,2019,3,15,20,51,57,14.8,82,989.7,81,989.8,14.7
1552654438,2019,3,15,20,53,58,14.8,83,991.9,81,990,14.7
1552654501,2019,3,15,20,55,1,14.8,83,989.9,81,990.1,14.7
1552654561,2019,3,15,20,56,1,14.8,83,990.1,81,990.1,14.7
1552654621,2019,3,15,20,57,1,14.8,82,989.6,81,990.2,14.6
1552654680,2019,3,15,20,58,0,14.8,82,989.9,81,990.2,14.6
1552654741,2019,3,15,20,59,1,14.8,82,990.1,81,990.2,14.6
1552654801,2019,3,15,21,0,1,14.8,82,990.1,81,990.5,14.6
1552654862,2019,3,15,21,1,2,14.8,82,990.1,81,990.6,14.6
1552654918,2019,3,15,21,1,58,14.8,81,989.8,81,990.6,14.6
1552654979,2019,3,15,21,2,59,14.7,82,978.4,81,990.6,14.6
1552655038,2019,3,15,21,3,58,14.7,82,990,81,990.7,14.6
1552655099,2019,3,15,21,4,59,14.7,82,990.1,81,990.8,14.5
1552655161,2019,3,15,21,6,1,14.5,82,990.2,81,990.8,14.5
1552655219,2019,3,15,21,6,59,14.4,82,990.6,81,991,14.5
1552655279,2019,3,15,21,7,59,14.4,83,990.8,81,991,14.5
1552655339,2019,3,15,21,8,59,14.5,83,990.6,81,991,14.5
1552655401,2019,3,15,21,10,1,14.5,83,990.9,81,990.8,14.5
1552655461,2019,3,15,21,11,1,14.6,83,990.9,81,991,14.5
1552655523,2019,3,15,21,12,3,14.6,83,991.2,81,991.3,14.5
1552655581,2019,3,15,21,13,1,14.7,83,990.9,81,991.1,14.5
1552655640,2019,3,15,21,14,0,14.7,82,990.5,81,991.1,14.5
1552655701,2019,3,15,21,15,1,14.7,82,979,82,991.1,14.5
1552655763,2019,3,15,21,16,3,14.7,82,991,82,991.1,14.5
1552655824,2019,3,15,21,17,4,14.7,82,990.9,82,991.1,14.5
1552655882,2019,3,15,21,18,2,14.7,82,990.7,82,991.1,14.5
1552655941,2019,3,15,21,19,1,14.7,81,990.5,82,989.4,14.5
1552656002,2019,3,15,21,20,2,14.7,82,990.8,82,989.4,14.5
1552656061,2019,3,15,21,21,1,14.7,82,990.5,82,989.5,14.5
1552656122,2019,3,15,21,22,2,14.7,82,991,82,989.4,14.5
1552656180,2019,3,15,21,23,0,14.7,82,990.7,82,989.4,14.5
1552656242,2019,3,15,21,24,2,14.7,81,990.9,82,989.5,14.5
1552656304,2019,3,15,21,25,4,14.6,81,991.2,82,989.5,14.5
1552656363,2019,3,15,21,26,3,14.5,82,990.9,81,989.5,14.5
1552656421,2019,3,15,21,27,1,14.5,82,928.8,81,989.8,14.5
1552656481,2019,3,15,21,28,1,14.5,82,991.4,81,989.8,14.5
1552656544,2019,3,15,21,29,4,14.6,82,991.1,81,989.8,14.5
1552656604,2019,3,15,21,30,4,14.6,82,928.8,81,989.8,14.5
1552656664,2019,3,15,21,31,4,14.7,82,990.9,81,989.8,14.5
1552656724,2019,3,15,21,32,4,14.7,82,991.1,81,989.8,14.5
1552656785,2019,3,15,21,33,5,14.7,82,991.3,81,989.8,14.5
1552656845,2019,3,15,21,34,5,14.6,81,991.2,81,989.9,14.6
1552656904,2019,3,15,21,35,4,14.5,81,991.1,81,989.7,14.6
1552656905,2019,3,15,21,35,5,,,,,,
1552656906,2019,3,15,21,35,6,,,,,,
1552656964,2019,3,15,21,36,4,14.4,81,991.7,81,989.7,14.6
1552657024,2019,3,15,21,37,4,14.4,81,991.2,81,989.6,14.6
1552657084,2019,3,15,21,38,4,14.3,81,992,81,989.8,14.6
1552657142,2019,3,15,21,39,2,14.3,82,978.4,81,989.8,14.6
1552657205,2019,3,15,21,40,5,14.3,82,992.4,81,989.8,14.6
1552657264,2019,3,15,21,41,4,14.3,82,992.2,80,989.6,14.6
1552657322,2019,3,15,21,42,2,14.3,82,992.2,80,989.6,14.6
1552657385,2019,3,15,21,43,5,14.3,82,992.2,81,991.5,14.6
1552657445,2019,3,15,21,44,5,14.3,82,992.2,81,991.3,14.6
1552657503,2019,3,15,21,45,3,14.3,82,992.2,81,991.5,14.6
1552657565,2019,3,15,21,46,5,14.3,82,992.2,81,991.5,14.6
1552657625,2019,3,15,21,47,5,14.3,82,992.2,81,991.7,14.6
1552657685,2019,3,15,21,48,5,14.3,82,992.2,80,991.3,14.7
1552657746,2019,3,15,21,49,6,14.3,82,992.2,80,991.5,14.7
1552657805,2019,3,15,21,50,5,14.3,82,992.2,80,991.4,14.7
1552657865,2019,3,15,21,51,5,14.3,81,992.4,80,991.6,14.7
1552657925,2019,3,15,21,52,5,14.2,82,992.4,80,991.4,14.7
1552657986,2019,3,15,21,53,6,14.1,82,990.6,80,991.4,14.7
1552658045,2019,3,15,21,54,5,14.1,82,928.1,80,991.6,14.7
1552658108,2019,3,15,21,55,8,14.2,83,990.9,80,991.4,14.7
1552658164,2019,3,15,21,56,4,14.2,83,990.9,80,991.6,14.7
1552658224,2019,3,15,21,57,4,14.3,83,991.2,80,991.3,14.7
1552658285,2019,3,15,21,58,5,14.3,83,991,80,991.4,14.7
1552658345,2019,3,15,21,59,5,14.4,83,991.2,80,991.4,14.7
1552658407,2019,3,15,22,0,7,14.3,83,990.9,80,991.3,14.7
1552658467,2019,3,15,22,1,7,14.3,83,990.7,80,991.3,14.7
1552658527,2019,3,15,22,2,7,14.3,83,991,80,991.3,14.7
1552658586,2019,3,15,22,3,6,14.4,83,991.1,81,991.5,14.6
1552658644,2019,3,15,22,4,4,14.4,83,990.8,81,991.6,14.6
1552658708,2019,3,15,22,5,8,14.4,83,991.1,81,991.7,14.5
1552658767,2019,3,15,22,6,7,14.3,83,990,81,990.1,14.5
1552658825,2019,3,15,22,7,5,14.3,83,991.2,82,990.1,14.4
1552658885,2019,3,15,22,8,5,14.3,83,991.3,82,990.2,14.4
1552658946,2019,3,15,22,9,6,14.2,83,991.1,82,990.5,14.4
1552659005,2019,3,15,22,10,5,14.2,83,991.5,82,990.3,14.4
1552659066,2019,3,15,22,11,6,14.2,83,991.4,82,990.6,14.4
1552659125,2019,3,15,22,12,5,14.2,83,992,82,990.7,14.4
1552659186,2019,3,15,22,13,6,14.2,84,991.8,82,990.7,14.4
1552659248,2019,3,15,22,14,8,14.1,83,992,82,990.6,14.5
1552659308,2019,3,15,22,15,8,14.1,84,991.7,82,990.8,14.5
1552659367,2019,3,15,22,16,7,14.1,84,992.1,81,990.6,14.5
1552659426,2019,3,15,22,17,6,14.1,84,992.4,81,990.6,14.5
1552659486,2019,3,15,22,18,6,14.2,84,992,81,990.5,14.5
1552659547,2019,3,15,22,19,7,14.1,83,992,81,990.7,14.5
1552659609,2019,3,15,22,20,9,14.1,83,991.5,81,990.8,14.5
1552659667,2019,3,15,22,21,7,14,84,992.3,81,990.8,14.4
1552659731,2019,3,15,22,22,11,14,84,992.1,81,990.8,14.4
1552659790,2019,3,15,22,23,10,14,84,992.3,81,990.9,14.4
1552659850,2019,3,15,22,24,10,14,84,992,81,990.8,14.5
1552659908,2019,3,15,22,25,8,14.1,84,992.1,81,990.8,14.5
1552659967,2019,3,15,22,26,7,14.1,84,992.6,81,990.8,14.5
1552660028,2019,3,15,22,27,8,14.1,84,992.6,81,990.7,14.5
1552660091,2019,3,15,22,28,11,14.1,84,992.5,81,990.7,14.5
1552660151,2019,3,15,22,29,11,14.1,84,992.8,81,990.7,14.5
1552660209,2019,3,15,22,30,9,14.2,85,992.6,81,990.7,14.6
1552660273,2019,3,15,22,31,13,14.2,85,992.4,81,990.5,14.6
1552660330,2019,3,15,22,32,10,14.3,84,992.2,81,990.7,14.6
1552660388,2019,3,15,22,33,8,14.3,84,992.4,81,990.5,14.6
1552660450,2019,3,15,22,34,10,14.3,84,992.3,81,990.5,14.6
1552660507,2019,3,15,22,35,7,,,,81,990.4,14.6
1552660508,2019,3,15,22,35,8,14.4,84,991.9,,,
1552660569,2019,3,15,22,36,9,14.4,84,992.3,81,990.4,14.6
1552660628,2019,3,15,22,37,8,14.4,84,992.1,81,990.5,14.6
1552660689,2019,3,15,22,38,9,14.4,84,992,82,990.3,14.6
1552660748,2019,3,15,22,39,8,14.4,84,991.9,82,990.5,14.6
1552660811,2019,3,15,22,40,11,14.4,84,992.1,82,990.8,14.5
1552660869,2019,3,15,22,41,9,14.3,84,991.8,82,990.8,14.5
1552660932,2019,3,15,22,42,12,14.2,84,992.7,82,990.7,14.5
1552660991,2019,3,15,22,43,11,14.2,85,992.2,82,990.7,14.4
1552661049,2019,3,15,22,44,9,14.2,85,992.3,83,991,14.4
1552661112,2019,3,15,22,45,12,14.2,85,992.5,83,990.8,14.4
1552661172,2019,3,15,22,46,12,14.3,85,992.2,83,991,14.4
